id,item_views
161539,0.7885598982194875
72401,4.463153742225117
387692,2.516958386190855
163041,4.569840893559508
367881,4.982192117018166
125594,4.091542447150415
40128,3.599230559154604
359229,4.274506248118644
252850,4.690523197436331
163904,0.7714801295066431
246270,4.376247667608436
41485,2.588511759472904
381620,1.332273146531332
235730,2.390017601090777
152326,3.120777261153984
182751,3.573258503191548
117720,4.490362136393146
91947,4.660720555403761
27162,0.07887875037976999
97930,1.9299596148926101
205698,1.976652544596114
172102,1.8562575242379786
109160,3.884495917223416
416530,4.115670815496245
403898,2.7979581316055264
126728,3.2721426139120213
274754,0.18992926422234657
289099,1.547192766567222
209816,4.189365324894647
277283,4.261448863228623
148023,2.337552897717731
224555,4.513448418079311
115143,3.0559579743529914
52582,2.332319647407944
154532,4.734248627627088
406294,2.4096933945628614
7391,4.409128374254131
398317,3.518832931011694
421134,1.8135901423557432
217345,1.0489060251057798
417990,1.0140612060411225
95968,2.419847531755333
191661,1.0971870666215333
284664,1.8857242947041524
317402,2.0870102634046583
386634,4.768231817024258
278186,4.614417890081339
336434,4.60833210166573
192346,1.7364089452507137
137690,1.6040619380453858
147870,0.7626805569034179
231126,3.651446818907769
92388,4.310516434450588
196420,0.9843905233546402
321146,1.0514937962224102
413380,0.06605455330906729
211134,3.1650519866424425
134919,2.4680692973116503
106502,2.8164949742088212
309950,2.328262680685565
361423,3.2215340047333685
174212,0.7940599365784273
45853,1.4013600577074725
20863,3.0030234600881744
263436,3.274158808248293
43243,2.475858788972842
170269,0.8349316201366491
22998,4.030461555981313
25188,3.8051196993715237
81394,1.6530109218058615
291258,0.9426843699910531
364840,1.7198101007854494
125787,2.7294303440000887
395483,2.0992587534668155
120295,0.7334543856076969
185049,3.112272392052758
392771,0.025018090534985604
406193,3.3151544053427084
252857,4.749852405388738
99529,3.093763677990304
211020,1.200937468898056
318649,3.972896447888112
280369,0.5345071922697797
400626,1.577022136724084
332812,4.725667906112958
395479,2.173261932621138
384121,1.4538110776653874
301154,2.2807912741834024
129039,3.931064365748825
310020,0.0867727469240337
279761,3.438330118361297
408438,2.6234245633881885
235392,4.639817436448687
303361,1.7823543634563244
95766,1.638908394473146
417918,2.8270397287412456
51538,0.37613538876915487
39431,4.839691021882714
102816,4.028634480363053
333130,0.2801389168127638
288385,1.516853342575966
234508,2.5296331582031977
53860,2.3374098231539966
2810,1.515050624325705
389294,1.4439873002260584
266476,4.0510170534154435
39955,3.5482192939478057
315381,4.056544878273947
391040,2.0431651191411837
326718,0.271181040700339
113159,2.655232550124799
59638,2.021842530014646
100797,1.0209964554386741
143734,1.8035639350536181
249150,1.1903165822844508
199852,1.192372443080814
207944,2.710146852931273
137661,0.9260222926787087
251956,3.456213648019406
360486,0.300301109483489
357933,4.244510034291831
141542,0.5063423993007687
322691,1.1117213695426365
217954,3.695106706681873
349168,0.9749390925825402
18522,3.4685106274532416
297355,2.2875754833574486
114786,3.30814911240794
202725,3.4837871291343254
405400,4.170734897924504
330059,2.019136078758057
344793,4.29642012053149
215170,3.919481392108861
354366,4.060214616228556
422913,3.535143244566397
412321,2.5536488259472856
130714,1.5453062625879306
187413,0.11385428386527896
1821,4.062665087647889
282759,4.140553976359089
26713,0.803524390724335
287015,3.437725068848837
106460,3.583670119131097
5189,3.035098402525808
351264,2.0765447077465726
413354,2.0103943893689378
183672,1.0311704016109913
403218,4.740933540023292
275167,1.1206821744227384
232198,0.8983272869090742
243834,1.3461840409684978
394836,4.131715892131033
7484,0.625767998419513
395506,1.3315799292682424
384669,1.4756833638206106
59723,1.7931720887031126
307884,3.7946930554259684
224949,2.1583045846903124
70240,3.817543910802704
265009,1.6351092231644655
404387,2.233596269764944
324208,1.529051522986888
416729,4.12344869162789
377102,1.0445190832251732
60019,1.8290019534116886
303732,3.339388300715802
120760,2.9350188795556664
230509,2.557369239354304
157554,4.006144777813107
74018,0.6180475387425582
135166,0.00854816142484116
198764,1.410355727515954
